Contrast name:,Group (pain)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],
,0.000000,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,-0.324198,0.333464,-0.972213,14.000000,0.826278,0.989077
2,3322,332,1.000000,-0.449511,0.174288,-2.579124,14.000000,0.989077,0.989077
3,1525,152,1.000000,-0.276398,0.215269,-1.283965,14.000000,0.890001,0.989077
4,4182,418,1.000000,-0.279601,0.141697,-1.973233,14.000000,0.965727,0.989077
5,3419,341,1.000000,-0.336397,0.175234,-1.919703,14.000000,0.962246,0.989077
6,1313,131,1.000000,-0.219968,0.151751,-1.449537,14.000000,0.915391,0.989077
7,4051,405,1.000000,0.021929,0.196264,0.111733,14.000000,0.456310,0.989077
