Contrast name:,Group (ment)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,-0.076098,0.129983,-0.585449,13.000000,0.715865,0.715865
2,3322,332,1.000000,0.025511,0.077221,0.330367,13.000000,0.373193,0.715865
3,1525,152,1.000000,-0.014824,0.105844,-0.140050,13.000000,0.554617,0.715865
4,4182,418,1.000000,0.139658,0.061065,2.287055,13.000000,0.019799,0.138593
5,3419,341,1.000000,-0.001874,0.029497,-0.063543,13.000000,0.524850,0.715865
6,1313,131,1.000000,-0.000693,0.038926,-0.017794,13.000000,0.506963,0.715865
7,4051,405,1.000000,-0.005452,0.011526,-0.473036,13.000000,0.677984,0.715865
